transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9047426,2025-01-14 20:57:00,C104334,M104334,P2P,38.34,IN,17,0.228,0,0,3,19.6,0.06,0,0,0,True,True,69.0,1970-04-15,Affluent,CA,0.0,Low,0.125,Grocery,0.313,Online Banking,16.86,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9031234,2025-03-31 17:28:00,C104335,M104335,Card Present,133.2,CA,7,0.166,0,1,6,37.1,0.163,0,0,0,True,True,69.0,1970-02-28,Mass,US,1.0,Low,0.099,Grocery,0.094,P2P,9.62245,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9040995,2025-04-25 10:03:00,C104336,M104336,Online Banking,323.05,AE,8,0.097,0,0,3,44.4,0.316,0,0,0,True,True,25.0,1970-03-04,Mass,AE,1.0,Low,0.319,Marketplace,0.502,Wire,2.23765,Low Risk,Monitor / sample audit,Weekly monitoring,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9058164,2025-01-21 09:03:00,C104337,M104337,Card Present,197.34,US,18,0.449,1,0,4,525.9,0.269,0,0,0,True,True,26.0,1970-07-02,Mass,SG,0.0,Low,0.132,Utilities,0.721,Online Banking,28.0411,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated device risk', 'Geographic anomaly']",New device activity,Elevated device risk,Geographic anomaly,New device activity | Elevated device risk | Geographic anomaly
T9036793,2025-01-03 20:00:00,C104338,M104338,Card Not Present,42.55,US,4,0.302,0,1,6,27.4,0.08,1,0,0,True,True,56.0,1970-06-12,Mass,UK,1.0,Low,0.043,Gaming,0.1,Wire,21.4985,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9054630,2025-01-30 10:07:00,C104339,M104339,Card Present,69.1,US,10,0.221,0,0,4,34.3,0.176,0,0,0,True,True,47.0,1970-02-24,SME,US,1.0,Low,0.391,Digital Wallet,0.25,Card Present,2.5961499999999997,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9015215,2025-04-07 14:46:00,C104340,M104340,Card Not Present,54.35,UK,11,0.548,0,0,1,17.5,0.134,0,0,0,True,True,45.0,1970-03-20,Mass,IN,0.0,Low,0.016,Electronics,0.337,Wire,0.9196,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9022067,2025-01-07 18:33:00,C104341,M104341,Online Banking,50.72,SG,23,0.401,0,1,5,4.4,0.561,1,0,0,False,True,,,,,,,,Grocery,0.088,Online Banking,20.7504,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9040333,2025-04-28 11:49:00,C104342,M104342,Card Not Present,14.4,CA,0,0.018,0,0,1,15.7,0.092,1,0,0,True,True,41.0,1970-03-05,Affluent,US,0.0,Low,0.099,Fuel,0.077,Card Not Present,12.7538,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9063461,2025-01-03 14:48:00,C104343,M104343,Card Present,49.35,US,22,0.649,0,1,4,11.5,0.113,0,0,0,True,True,25.0,1970-02-19,Mass,US,1.0,Low,0.148,Grocery,0.091,Online Banking,8.3517,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9029741,2025-04-04 23:26:00,C104344,M104344,Online Banking,88.98,UK,17,0.244,0,0,1,5.3,0.147,0,0,0,False,True,,,,,,,,Fuel,0.461,P2P,0.66255,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9033917,2025-04-08 12:38:00,C104345,M104345,Card Not Present,335.02,IN,4,0.432,0,0,6,17.6,0.461,1,0,0,True,True,74.0,1970-07-14,Affluent,US,1.0,Medium,0.283,Grocery,0.16,Card Present,15.44115,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9040311,2025-02-21 19:37:00,C104346,M104346,Card Present,24.68,SG,4,0.517,0,1,2,2174.2,0.353,1,0,0,True,True,31.0,1970-07-13,Mass,US,1.0,Low,0.145,Electronics,0.251,Online Banking,51.7952,High Risk,Immediate escalation,Same day review,"['Night-time transaction', 'Elevated device risk', 'Geographic anomaly']",Night-time transaction,Elevated device risk,Geographic anomaly,Night-time transaction | Elevated device risk | Geographic anomaly
T9056113,2025-04-04 03:52:00,C104347,M104347,Online Banking,117.71,US,8,0.355,0,0,3,40.5,0.425,0,0,0,True,True,74.0,1970-03-20,Affluent,CA,0.0,Medium,0.032,Fuel,0.113,P2P,2.26,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated merchant risk,Geographic anomaly,Higher-risk merchant category,Elevated merchant risk | Geographic anomaly | Higher-risk merchant category
T9000430,2025-04-29 12:29:00,C104348,M104348,Card Present,58.83,UK,22,0.152,0,1,3,22.5,0.176,0,0,0,True,True,53.0,1970-03-24,Mass,US,0.0,Medium,0.193,Electronics,0.269,Card Present,7.9019,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9059570,2025-04-23 10:50:00,C104349,M104349,Card Not Present,110.7,US,19,0.166,0,1,4,109.1,0.143,0,0,0,True,True,51.0,1970-04-26,Affluent,CA,0.0,High,0.171,Grocery,0.415,Online Banking,9.69945,Low Risk,Monitor / sample audit,Weekly monitoring,['Geographic anomaly'],Geographic anomaly,,,Geographic anomaly
T9041053,2025-04-25 19:10:00,C104350,M104350,Card Not Present,27.9,IN,15,0.721,0,2,7,31.9,0.363,0,0,0,True,True,76.0,1970-05-31,Mass,CA,0.0,Low,0.096,Fuel,0.309,Wire,16.2132,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated device risk,High short-term transaction velocity,Higher-risk merchant category,Elevated device risk | High short-term transaction velocity | Higher-risk merchant category
T9047706,2025-04-06 18:15:00,C104351,M104351,Card Present,206.29,US,23,0.28,0,1,5,81.1,0.053,1,0,0,True,True,39.0,1970-01-26,Mass,CA,1.0,High,0.091,Digital Wallet,0.072,Card Not Present,21.79445,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9016174,2025-04-02 14:49:00,C104352,M104352,Card Present,17.33,GB,10,0.494,0,1,2,2557.8,0.053,0,0,1,True,True,19.0,1970-02-05,Mass,CA,1.0,Medium,0.178,Utilities,0.483,Card Not Present,45.498450000000005,Medium Risk,Analyst review,Review within 24 hours,"['Elevated device risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated device risk,Geographic anomaly,Higher-risk merchant category,Elevated device risk | Geographic anomaly | Higher-risk merchant category
T9034167,2025-04-14 04:14:00,C104353,M104353,Card Not Present,295.52,US,7,0.256,0,1,3,13.0,0.143,0,0,0,True,True,68.0,1970-01-23,SME,IN,1.0,Low,0.07,Gaming,0.191,Online Banking,7.78045,Low Risk,Monitor / sample audit,Weekly monitoring,['Higher-risk merchant category'],Higher-risk merchant category,,,Higher-risk merchant category
T9031579,2025-03-21 10:25:00,C104354,M104354,Online Banking,89.85,AE,23,0.225,0,0,3,3.1,0.632,1,0,0,True,True,34.0,1970-06-26,Affluent,US,0.0,Low,0.408,Utilities,0.053,Card Not Present,13.69755,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk', 'Higher-risk merchant category']",Night-time transaction,Elevated merchant risk,Higher-risk merchant category,Night-time transaction | Elevated merchant risk | Higher-risk merchant category
T9029386,2025-02-12 22:59:00,C104355,M104355,Card Present,54.47,US,12,0.454,0,1,2,2.9,0.259,0,0,0,True,True,34.0,1970-03-02,Affluent,US,0.0,Low,0.07,Telecom,0.131,P2P,7.19585,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated device risk'],Elevated device risk,,,Elevated device risk
T9008741,2025-02-23 23:50:00,C104356,M104356,Card Not Present,90.29,IN,11,0.498,0,1,9,25.4,0.117,0,0,0,True,True,57.0,1970-03-01,Mass,IN,1.0,Low,0.05,Gaming,0.282,P2P,11.023050000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Higher-risk merchant category']",Elevated device risk,Higher-risk merchant category,,Elevated device risk | Higher-risk merchant category
T9013032,2025-02-10 19:11:00,C104357,M104357,Card Not Present,22.95,SG,3,0.31,0,0,3,4.4,0.271,1,0,0,True,True,28.0,1970-02-27,Mass,CA,0.0,Low,0.041,Luxury,0.135,Card Not Present,13.68415,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9046261,2025-02-08 09:30:00,C104358,M104358,Card Not Present,130.86,US,13,0.37,0,0,1,8.1,0.088,0,0,0,True,True,47.0,1970-04-10,Mass,US,0.0,Low,0.133,Telecom,0.561,Online Banking,0.7272000000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9054461,2025-02-10 16:03:00,C104359,M104359,Online Banking,161.77,US,21,0.513,1,2,7,25.2,0.508,0,0,0,True,True,71.0,1970-02-26,SME,UK,1.0,Low,0.172,Luxury,0.673,P2P,34.08245,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Elevated device risk', 'Elevated merchant risk']",New device activity,Elevated device risk,Elevated merchant risk,New device activity | Elevated device risk | Elevated merchant risk
T9010563,2025-03-19 14:58:00,C104360,M104360,Wire,50.5,US,4,0.504,0,2,3,37.8,0.012,1,0,0,False,True,,,,,,,,Travel,0.058,Card Present,41.1948,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated device risk']",Night-time transaction,High-risk transaction channel,Elevated device risk,Night-time transaction | High-risk transaction channel | Elevated device risk
T9007220,2025-01-01 05:30:00,C104361,M104361,Card Not Present,88.29,IN,0,0.08,0,4,4,37.1,0.282,1,0,0,True,True,67.0,1970-07-12,Mass,US,1.0,Medium,0.268,Electronics,0.229,Wire,38.6188,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High short-term transaction velocity']",Night-time transaction,High short-term transaction velocity,,Night-time transaction | High short-term transaction velocity
T9024115,2025-02-12 10:26:00,C104362,M104362,Wire,32.04,US,10,0.17,0,0,7,5.9,0.181,0,0,0,True,True,43.0,1970-02-14,Affluent,US,1.0,High,0.199,Fuel,0.341,Online Banking,18.65815,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Higher-risk merchant category']",High-risk transaction channel,Higher-risk merchant category,,High-risk transaction channel | Higher-risk merchant category
T9043277,2025-02-24 17:12:00,C104363,M104363,P2P,57.77,US,18,0.377,0,5,8,16.4,0.221,0,0,0,False,True,,,,,,,,Electronics,0.39,Card Present,49.373400000000004,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity']",High-risk transaction channel,High short-term transaction velocity,,High-risk transaction channel | High short-term transaction velocity
T9037171,2025-01-16 05:32:00,C104364,M104364,Card Present,33.34,US,0,0.292,0,1,4,8.6,0.176,1,0,0,False,True,,,,,,,,Gaming,0.413,P2P,20.2284,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9012005,2025-03-11 12:28:00,C104365,M104365,Online Banking,103.29,US,20,0.336,0,2,4,6.8,0.117,0,0,0,True,True,25.0,1970-02-21,Mass,US,1.0,Medium,0.106,Luxury,0.609,Card Not Present,14.20355,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9051438,2025-04-21 03:31:00,C104366,M104366,Card Present,95.38,NG,11,0.266,0,1,6,726.6,0.143,0,0,0,True,True,66.0,1970-04-15,Mass,UK,1.0,Low,0.234,Utilities,0.155,Card Present,19.98695,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9046750,2025-03-23 17:40:00,C104367,M104367,Card Not Present,35.75,SG,9,0.176,1,0,3,22.2,0.168,0,0,0,True,True,18.0,1970-03-07,Mass,AE,0.0,Low,0.057,Digital Wallet,0.363,P2P,19.902199999999997,Low Risk,Monitor / sample audit,Weekly monitoring,['New device activity'],New device activity,,,New device activity
T9041956,2025-02-14 15:22:00,C104368,M104368,Card Present,565.58,US,14,0.381,0,2,4,15.8,0.291,0,0,0,True,True,32.0,1970-03-19,Mass,US,1.0,High,0.117,Electronics,0.264,Card Present,14.3759,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9045898,2025-01-08 05:52:00,C104369,M104369,Online Banking,51.54,IN,12,0.099,0,0,4,34.0,0.632,0,0,0,True,True,22.0,1970-01-22,Affluent,IN,0.0,Medium,0.498,Fuel,0.06,Card Not Present,2.62955,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Higher-risk merchant category']",Elevated merchant risk,Higher-risk merchant category,,Elevated merchant risk | Higher-risk merchant category
T9011067,2025-04-02 06:47:00,C104370,M104370,Wire,68.29,US,16,0.243,0,2,3,6.2,0.078,0,0,0,True,True,31.0,1970-03-12,Mass,US,1.0,Low,0.264,Electronics,0.469,Wire,28.66545,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity']",High-risk transaction channel,High short-term transaction velocity,,High-risk transaction channel | High short-term transaction velocity
T9026496,2025-04-11 00:28:00,C104371,M104371,P2P,136.54,US,5,0.184,0,0,1,4.4,0.19,1,0,0,True,True,20.0,1970-03-05,Mass,CA,1.0,Low,0.301,Marketplace,0.145,Card Present,27.640500000000003,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel']",Night-time transaction,High-risk transaction channel,,Night-time transaction | High-risk transaction channel
T9007767,2025-01-22 13:25:00,C104372,M104372,Wire,22.98,BR,10,0.109,0,2,3,583.7,0.046,0,0,0,True,True,76.0,1970-06-27,Mass,US,0.0,Low,0.372,Luxury,0.604,Card Not Present,37.28965,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity', 'Geographic anomaly']",High-risk transaction channel,High short-term transaction velocity,Geographic anomaly,High-risk transaction channel | High short-term transaction velocity | Geographic anomaly
T9021490,2025-04-03 13:05:00,C104373,M104373,P2P,12.41,AE,15,0.523,0,3,10,3.1,0.168,0,0,0,True,True,51.0,1970-02-07,Affluent,US,1.0,Medium,0.108,Electronics,0.052,P2P,38.20245,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'Elevated device risk', 'High short-term transaction velocity']",High-risk transaction channel,Elevated device risk,High short-term transaction velocity,High-risk transaction channel | Elevated device risk | High short-term transaction velocity
T9000356,2025-03-14 05:10:00,C104374,M104374,Wire,52.97,US,1,0.321,0,3,6,9.9,0.388,1,0,0,True,True,25.0,1970-05-27,Affluent,US,1.0,Low,0.262,Digital Wallet,0.291,Card Not Present,48.28695,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated merchant risk']",Night-time transaction,High-risk transaction channel,Elevated merchant risk,Night-time transaction | High-risk transaction channel | Elevated merchant risk
T9056405,2025-01-16 05:02:00,C104375,M104375,Wire,93.13,AE,2,0.241,0,0,1,9.8,0.286,1,0,0,True,True,31.0,1970-03-21,Mass,US,0.0,Medium,0.229,Telecom,0.24,Wire,27.750149999999998,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel']",Night-time transaction,High-risk transaction channel,,Night-time transaction | High-risk transaction channel
T9051335,2025-03-07 14:46:00,C104376,M104376,Online Banking,88.92,US,18,0.235,0,0,2,16.6,0.461,0,0,0,True,True,68.0,1970-05-02,Mass,US,1.0,Low,0.068,Grocery,0.163,Wire,1.3769,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9038453,2025-04-17 21:51:00,C104377,M104377,Online Banking,33.39,US,2,0.583,1,0,3,65.6,0.291,1,0,0,True,True,69.0,1970-01-20,Mass,SG,1.0,Low,0.143,Digital Wallet,0.612,Card Not Present,32.6734,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Elevated device risk']",New device activity,Night-time transaction,Elevated device risk,New device activity | Night-time transaction | Elevated device risk
T9055347,2025-01-27 09:02:00,C104378,M104378,Card Not Present,75.19,CA,10,0.414,0,2,4,11.8,0.163,0,0,0,True,True,54.0,1970-01-14,Mass,US,1.0,Medium,0.035,Gaming,0.171,Wire,14.30495,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated device risk,High short-term transaction velocity,Higher-risk merchant category,Elevated device risk | High short-term transaction velocity | Higher-risk merchant category
T9039195,2025-02-10 22:25:00,C104379,M104379,Card Present,15.28,UK,20,0.558,1,0,2,10.4,0.068,0,0,0,True,True,45.0,1970-02-15,Mass,US,0.0,Low,0.163,Grocery,0.353,Card Present,19.305699999999998,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated device risk']",New device activity,Elevated device risk,,New device activity | Elevated device risk
